"School ID","School Ministry Number","School Name","Year Established","School Classification","Education Office","District Name","Administrative Region","Administrative Contry","Administrative Centers","School Address","School Phone","School Fax","Study Level","School Gender","Student Count","Saudi Student Count","NonSaudi Student Count","Teachers Count","Saudi Teacher Count","NonSaudi Teacher Count","Classes Count"
"43624","35649","Elementary Al Hukamaa international school","2002","ШЄШ№Щ„ЩЉЩ… ШЈШ¬Щ†ШЁЩЉ","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ№Щ„ЩЉЩ… Ш§Щ„Ш§Ш¬Щ†ШЁЩЉ","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш¬ШЇШ©","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш¬ШЇЩ‡","Ш¬ШЇШ©","Ш­ЩЉ Ш§Щ„Ш№ШІЩЉШІЩЉШ© / ШґШ§Ш±Ш№ Ш§Щ„ШЁЩ„ШЇЩЉШ©","alhukamaa@live.com","2635942","2635985","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","663","5","658","45","16","29","27"
"45792","200501","Scientific Institute in Qurayyat - Secondary","","Щ…Ш№Щ‡ШЇ Ш¬Ш§Щ…Ш№Ш© Ш§Щ„Ш§Щ…Ш§Щ…","Ш§Щ„Ш±ЩЉШ§Ш¶","Щ€ЩѓШ§Щ„Ш© Ш§Щ„Щ…Ш№Ш§Щ‡ШЇ Ш§Щ„Ш№Щ„Щ…ЩЉШ© ШЁШ¬Ш§Щ…Ш№Ш© Ш§Щ„Ш§Щ…Ш§Щ…","Ш§Щ„Ш±ЩЉШ§Ш¶","Ш§Щ„Щ‚Ш±ЩЉШ§ШЄ","Ш§Щ„Щ‚Ш±ЩЉШ§ШЄ","","","","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш«Ш§Щ†Щ€ЩЉШ©","ШЁЩ†ЩЉЩ†","123","121","2","32","29","3","10"
"19148","26120","Al-sharia","1418","?????","???? ??????? ???????? ???? ??? ???????","??????? ?????? ??????? ? ??????? ?????? ??? ???????","??? ???????","??? ???????","??? ???????","??? ??????? - ??????? ???? 1","mkpabdlla@sol.net.sa","5243140","0","??????? ??????????","????","430","399","31","27","27","0","14"
"13390","27841","Alberaikah Intermediate School","1404","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… -Ш®Щ„ЩЉШµ","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш¬ШЇШ©","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш¬ШЇЩ‡","Ш¬ШЇШ©","Ш§Щ„ШЁШ±ЩЉЩѓЩ‡","27841@jedu.gov.sa","2885295","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Щ…ШЄЩ€ШіШ·Ш©","ШЁЩ†Ш§ШЄ","76","76","0","10","10","0","3"
"39775","31663","Suyada Kindergarten","1431","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ­ШЇШ§ШЇ","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш·Ш§Ш¦ЩЃ","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш­ШЇШ§ШЇ ШЁЩ†ЩЉ Щ…Ш§Щ„Щѓ","ШµЩЉШ§ШЇШ©","6064@taifgdue.gov.sa","","","Ш±ЩЉШ§Ш¶ ШЈШ·ЩЃШ§Щ„","ШЁЩ†Ш§ШЄ","38","38","0","4","4","0","3"
"22568","68177","Tawban","","حكومي","ظهران الجنوب","إدارة التربية والتعليم بمحافظة سراة عبيدة","عسير","ظهران الجنوب","ظهران الجنوب","ظهران الجنوب المجزعه","sa68177@taleemsa.gov.sa","2554229","2554229","المرحلة الابتدائية","بنين","43","42","1","8","8","0","6"
"20939","47173","S","","حكومي","مكتب التربية والتعليم بالمذنب","إدارة التربية والتعليم بمحافظة المذنب","القصيم","المذنب","المذنب","القصيم-المذنب-حي الخالدية","p-shawkani@qbe.gov.sa","3422123","3422123","المرحلة الابتدائية","بنين","286","274","12","29","29","0","12"
"631","16262","Al-Sheikh bin Baaz Koranic","1421","حكومي","مكتب التربية و التعليم بالدلم","إدارة التربية والتعليم بمحافظة الخرج","الرياض","الخرج","الدلم","حي الصحنة القديم","","","","المرحلة الثانوية","بنين","31","31","0","19","19","0","3"
"7892","10694","Al-Ameen Intermediate School","","حكومي","مكتب التربية والتعليم بالروضة","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","الازدهار","igmnalameen@rigadhedu.gov.sa","505427320","0","المرحلة المتوسطة","بنين","310","246","64","25","25","0","10"
"28308","62585","Hawraa Elementary School at Ballasmer","","حكومي","بللسمر","الإدارة العامة للتربية والتعليم بمنطقة عسير","عسير","أبـها","بللسمر","حوراء","62585@asedu.gov.sa","2824505","2824505","المرحلة الابتدائية","بنات","39","37","2","16","16","0","6"
"12789","93251","Al-Wleed Bin Abd Ullmalik Intermediate","1398","حكومي","مكتب التربية والتعليم ببدرالجنوب","الإدارة العامة للتربية والتعليم بمنطقة نجران","نجران","بدر الجنوب","الخانق","الخانق","mr.fahad.2009@hotmail.com","075457582","075457582","المرحلة المتوسطة","بنين","57","57","0","12","12","0","3"
"48747","192010","Allahjah belraith Elementary School","1434","حكومي","مكتب التربية والتعليم ببيش","إدارة التربية والتعليم بمحافظة صبيا","جازان","الريث","الريث","اللحجة بالريث","sch192010@sabiaedu.gov.sa","","0","المرحلة الابتدائية","بنات","23","23","0","4","4","0","2"
"42132","14582","rawdah al-saqo","","حكومي","الأفلاج","إدارة التربية والتعليم بمحافظة الافلاج","الرياض","الأفلاج","الصغو","","","","","رياض أطفال","بنات","15","15","0","5","5","0","2"
"22610","68235","Al rashad","","حكومي","ظهران الجنوب","إدارة التربية والتعليم بمحافظة سراة عبيدة","عسير","ظهران الجنوب","ظهران الجنوب","ظهران الجنوب - وادي رشاد","sa68235@taleemsa.gov.sa","72590219","0","المرحلة الابتدائية","بنين","0","0","0","0","0","0","0"
"40383","55814","Wa'ahat Almustakbl Private Kindergarten in Rastanura","","أهلي","مكتب التربية والتعليم بمحافظة رأس تنوره","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","رأس تنورة","رأس تنورة","المنتزة","rt_future11@yahoo.com","6681144","0","رياض أطفال","بنات","147","136","11","11","11","0","8"
"29609","80045","The Primary School of Jwayriah bint Alhaerth in Arrayhan wa Alabbas","1393","حكومي","مكتب التربية والتعليم بالوسط","الإدارة العامة للتربية والتعليم بمنطقة الباحة","الباحة","الباحة","بني ظبيان","العباس","80045@bahaedu.gov.sa","7261098","","المرحلة الابتدائية","بنات","89","88","1","24","24","0","6"
"26878","41804","The 104th Elementary School at Madinah","1420","حكومي","مكتب التربية والتعليم شمال المدينة المنورة","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","المدينة المنورة","المدينة المنورة","حي النصر- خلف بدر الدين","school-104@outlook.com","","8277527","المرحلة الابتدائية","بنات","330","194","136","29","29","0","13"
"26769","41691","The First elementary school in alraknah","1414","حكومي","إدارة التربية والتعليم بمحافظة المهد","إدارة التربية والتعليم بمحافظة المهد","المدينة المنورة","المهد","الهرارة","المهد","meme_30_31@hotmail.com","48390447","0","المرحلة الابتدائية","بنات","15","15","0","9","9","0","5"
"27516","51111","The 1st Elemntary School for the Holy Quran Memorization at Qasser Abin Oqaiel","1419","حكومي","إدارة التربية والتعليم بمحافظة الرس","إدارة التربية والتعليم بمحافظة الرس","القصيم","الرس","الرس","القصر","51024@alrassge.gov.sa","3510042","0","المرحلة الابتدائية","بنات","23","23","0","29","29","0","5"
"24996","22018","Ayt7","1405","حكومي","مكتب التربية و التعليم بالقويعية","إدارة التربية والتعليم بمحافظة القويعية","الرياض","القويعية","الحجاجي","القويعية - الحجاجي","","6531648","0","المرحلة الابتدائية","بنات","62","62","0","22","22","0","6"
"19998","32351","saghr al gazeera","1397","حكومي","مكتب التربية والتعليم برابغ","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","رابغ","رابغ","رابغ شارع الصبوح","32351@jedu.com.sa","4221014","4221014","المرحلة الابتدائية","بنين","245","219","26","21","21","0","11"
"14220","41871","The 1st Intermediate School at Dhemeriyah","1413","حكومي","مكتب التربية والتعليم شرق المدينة المنورة","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","الحناكية","الضميرية","المتوسطة الاولي بالضميرية","domrschool@gmail.com","8685546","","المرحلة المتوسطة","بنات","93","92","1","19","19","0","6"
"44965","51367","The-11th kindergarten","1432","حكومي","إدارة التربية والتعليم بمحافظة الرس","إدارة التربية والتعليم بمحافظة الرس","القصيم","الرس","الرس","","","","","رياض أطفال","بنات","50","50","0","7","7","0","3"
"49535","153025","ALNOOR ELEMENTARY SCHOOL","1434","حكومي","مكتب التربية والتعليم بغرب الدمام","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","الدمام","الدمام","","","","","المرحلة الابتدائية","بنين","0","0","0","0","0","0","0"
"26535","39019","albraket primary","1412","Ш­ЩѓЩ€Щ…ЩЉ","Ш§ШЇШ§Ш±Ш© Ш§Щ„Щ„ЩЉШ«","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ„ЩЉШ«","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Щ„ЩЉШ«","Ш§Щ„Щ„ЩЉШ«","Ш§Щ„ШЁШ±Ш§ЩѓЩЉШЄ","sch39019@allaithge.gov.sa","7421676","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","126","126","0","23","23","0","6"
"27503","51098","The first elementary school in Al-amoudh","","حكومي","مكتب التربية والتعليم بمحافظة النبهانية","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","النبهانية","النبهانية","العامودة","nabhneha20@qge.gov.sa","500555196","0","المرحلة الابتدائية","بنات","98","98","0","11","11","0","6"
"27635","55079","The 38th Elementary School In Dammam","1404","حكومي","مكتب التربية والتعليم شرق الدمام","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","الدمام","الدمام","العنود","dmp38@girlschoolep.gov.sa","8171576","08171576","المرحلة الابتدائية","بنات","552","386","166","34","34","0","18"
"29064","72536","Sha‘f Tanomah elementary School","1398","حكومي","ادارة التربية والتعليم بمحافظة النماص","إدارة التربية والتعليم بمحافظة النماص","عسير","أبـها","تنومة","آل منغمش","g72536@namasedu.gov.sa","2826877","0","المرحلة الابتدائية","بنات","87","84","3","14","14","0","6"
"11861","73753","thabet","1424","حكومي","مكتب التربية والتعليم بالجنوب","الإدارة العامة للتربية والتعليم بمنطقة حائل","حائل","حائل","حائل","حائل","737532@hailmail.gov.sa","5325122","0","المرحلة المتوسطة","بنين","4","4","0","18","18","0","6"
"47201","80941","Thirty-sixth kindergarten Balasda","1433","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Щ…Щ†ШЇЩ‚","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш§Щ„ШЁШ§Ш­Ш©","Ш§Щ„ШЁШ§Ш­Ш©","Ш§Щ„Щ…Щ†ШЇЩ‚","ШЁЩ†ЩЉ Ш­ШіЩ†","Ш§Ш§Щ„Ш№ШµШЇШ§ШЎ","80941@bahaedu.gov.sa","7365221","7365221","Ш±ЩЉШ§Ш¶ ШЈШ·ЩЃШ§Щ„","ШЁЩ†Ш§ШЄ","84","84","0","10","10","0","5"
"25720","30620","Al-Ataa Husaikah Elementary","1394","حكومي","مكتب التربية و التعليم بميسان","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","ميسان","العطاء","alatttschool@hotmail.com","7600678","0","المرحلة الابتدائية","بنات","60","58","2","14","14","0","6"
"12408","86144","Khendq intermediate","1408","?????","????? ??????? ???????? ??????? ??????? ????","????? ??????? ???????? ??????? ???????","?????","???????","???????","???????-????????","alkandag@qedu.gov.sa","6425388","046425388","??????? ????????","????","226","213","13","23","23","0","9"
"18055","10420","Al-Fadhl bin Al-Abbas Elementary School","1412","حكومي","مكتب التربية والتعليم بالرائد","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","ام الحمام الغربية","pgmnalfadel@riyadhedu.gov.sa","4888292","0","المرحلة الابتدائية","بنين","199","123","76","20","20","0","12"
"55533","156144","56085","","حكومي","مكتب التربية والتعليم بمحافظة الخفجي","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","","","","","","","المرحلة الابتدائية","بنات","0","0","0","0","0","0","0"
"2635","93337","Prince Mishaal bin Saud","1418","حكومي","مكتب التربية والتعليم بشرورة","الإدارة العامة للتربية والتعليم بمنطقة نجران","نجران","شرورة","شرورة","سلطانة","sedu93337@najranedu.gov.sa","075325439","","المرحلة الثانوية","بنين","103","85","18","13","12","1","4"
"15950","78144","The 1st Intermediate School at abu al gazaz","1430","حكومي","مركز اشراف الوجه","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","الوجه","أبو القزاز","ابو القزاز","taboukged@moe.gov.sa","4420957","0","المرحلة المتوسطة","بنات","57","57","0","12","12","0","5"
"27751","55222","The 1st Elementary School in Al-Sarrar","","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Ш№ЩЉШ±ЩЉШ©","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Щ…Щ†Ш·Щ‚Ш© Ш§Щ„ШґШ±Щ‚ЩЉШ©","Ш§Щ„ШґШ±Щ‚ЩЉШ©","Ш§Щ„Щ†Ш№ЩЉШ±ЩЉШ©","Ш§Щ„ШµШ±Ш§Ш±","Щ‡Ш¬Ш±Ш© Ш§Щ„ШµШ±Ш§Ш±","g55222@schooleast.gov.sa","3701207","033701207","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","116","62","54","20","20","0","7"
"13541","30837","The Eighth Intermediate School at Taif","1399","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШєШ±ШЁ Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш·Ш§Ш¦ЩЃ","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш§Щ„ШґШ±Щ‚ЩЉЩ‡","30837@tifgedu.gov.sa","7384919","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Щ…ШЄЩ€ШіШ·Ш©","ШЁЩ†Ш§ШЄ","321","140","181","26","26","0","12"
"26599","39216","Elementary teaching peers Bahawaaq first","1426","حكومي","ادارة الليث","إدارة التربية والتعليم بمحافظة الليث","مكة المكرمة","الليث","الليث","الشواق","sch39012@allaithged.gov.sa","7421742","0","المرحلة الابتدائية","بنات","42","42","0","23","23","0","6"
"27156","48307","Elementary First in Arrodh","1399","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ЩЃЩЉ Щ…Ш­Ш§ЩЃШёШ© Ш±ЩЉШ§Ш¶ Ш§Щ„Ш®ШЁШ±Ш§ШЎ","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш§Щ„Щ‚ШµЩЉЩ…","Ш§Щ„Щ‚ШµЩЉЩ…","Ш±ЩЉШ§Ш¶ Ш§Щ„Ш®ШЁШ±Ш§ШЎ","Ш±ЩЉШ§Ш¶ Ш§Щ„Ш®ШЁШ±Ш§ШЎ","Ш±Щ€Ш¶Ш© Щ‚Ш±ШЇШ§Щ†","rkhbraa12@qge.gov.sa","2431523","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","77","77","0","16","16","0","6"
